0.062,0.090,1.000,1.200,0.110,0.150
0.062,0.090,1.000,1.200,0.150,0.250
0.062,0.090,1.000,1.200,0.250,0.400
0.062,0.090,1.000,1.200,0.400,0.600
0.062,0.090,1.000,1.200,0.600,0.800
0.062,0.090,1.200,1.456,0.150,0.250
0.062,0.090,1.200,1.456,0.250,0.400
0.062,0.090,1.200,1.456,0.400,0.600
0.090,0.118,1.000,1.200,0.110,0.150
0.090,0.118,1.000,1.200,0.150,0.250
0.090,0.118,1.000,1.200,0.250,0.400
0.090,0.118,1.000,1.200,0.400,0.600
0.090,0.118,1.000,1.200,0.600,0.800
0.090,0.118,1.200,1.456,0.110,0.150
0.090,0.118,1.200,1.456,0.150,0.250
0.090,0.118,1.200,1.456,0.250,0.400
0.090,0.118,1.200,1.456,0.400,0.600
0.090,0.118,1.200,1.456,0.600,0.800
0.090,0.118,1.456,1.912,0.110,0.150
0.090,0.118,1.456,1.912,0.150,0.250
0.090,0.118,1.456,1.912,0.250,0.400
0.090,0.118,1.456,1.912,0.400,0.600
0.090,0.118,1.456,1.912,0.600,0.800
0.118,0.155,1.000,1.200,0.110,0.150
0.118,0.155,1.000,1.200,0.150,0.250
0.118,0.155,1.000,1.200,0.250,0.400
0.118,0.155,1.000,1.200,0.400,0.600
0.118,0.155,1.000,1.200,0.600,0.800
0.118,0.155,1.200,1.456,0.110,0.150
0.118,0.155,1.200,1.456,0.150,0.250
0.118,0.155,1.200,1.456,0.250,0.400
0.118,0.155,1.200,1.456,0.400,0.600
0.118,0.155,1.200,1.456,0.600,0.800
0.118,0.155,1.456,1.912,0.110,0.150
0.118,0.155,1.456,1.912,0.150,0.250
0.118,0.155,1.456,1.912,0.250,0.400
0.118,0.155,1.456,1.912,0.400,0.600
0.118,0.155,1.456,1.912,0.600,0.800
0.118,0.155,1.456,1.912,0.800,1.000
0.118,0.155,1.912,2.510,0.110,0.150
0.118,0.155,1.912,2.510,0.150,0.250
0.118,0.155,1.912,2.510,0.250,0.400
0.118,0.155,1.912,2.510,0.400,0.600
0.118,0.155,1.912,2.510,0.600,0.800
0.155,0.204,1.000,1.200,0.110,0.150
0.155,0.204,1.000,1.200,0.150,0.250
0.155,0.204,1.000,1.200,0.250,0.400
0.155,0.204,1.000,1.200,0.400,0.600
0.155,0.204,1.000,1.200,0.600,0.800
0.155,0.204,1.000,1.200,0.800,1.000
0.155,0.204,1.200,1.456,0.110,0.150
